test_score,cv_score,cls,preprocess
0.6748548799420595,0.645217738233822,18,"[11, 3]"
0.6431445631211987,0.6475994360056461,18,[11]
0.6337104172555056,0.6213751379698832,18,"[11, 3]"
0.6191739644147901,0.6329857779175563,18,"[11, 3]"
0.6558224656504906,0.6364009302422489,18,"[11, 3]"
0.5957512495313183,0.6280530871558844,18,"[11, 3]"
0.5641846729248828,0.5752056297018016,19,"[11, 3]"
0.6344905476786211,0.6244532285883028,18,"[11, 3]"
0.5458130163816896,0.634228646744224,18,"[11, 3]"
0.6401095894575245,0,18,"[11, 3]"
0.6431117637828379,0,18,"[11, 3]"
0.6185367299478652,0,18,"[11, 3]"
0.6422056562918397,0,18,"[11, 3]"
0.6207659549583948,0,18,"[11, 3]"
0.6003829526712978,0,18,"[11, 3]"
0.6169329324682036,0,18,"[11, 3]"
0.6304319783701227,0,18,"[11, 3]"
0.6440175840978593,0,18,"[11, 3]"
0.6310453965424847,0,18,"[11, 3]"
0.6147789286112039,0,18,"[11, 3]"
0.6180401990589238,0,18,"[11, 3]"
0.6694229264402501,0.6435629527257374,18,"[11, 3]"
0.6429162421834105,0.6376866677223753,1,"[11, 3]"
0.6253507326007326,0,18,"[11, 3]"
